TimeStamp,Vehicle,Report Version,Total Battery Power (mW/h),Solar Power Generated (mW),Output Port Power (mW),Battery Charging Power (mW),Battery Charging Current (mA),Number of Ports ,Port # (1),Module # (1),Port Status (1),Port # (2),Module # (2),Port Status (2),Port # (3),Module # (3),Port Status (3),Port # (4),Module # (4),Port Status (4),Port # (5),Module # (5),Port Status (5),Port # (6),Module # (6),Port Status (6),Port # (7),Module # (7),Port Status (7),Port # (8),Module # (8),Port Status (8),Port # (9),Module # (9),Port Status (9),Port # (10),Module # (10),Port Status (10),Port # (11),Module # (11),Port Status (11),Port # (12),Module # (12),Port Status (12),Port # (13),Module # (13),Port Status (13),Port # (14),Module # (14),Port Status (14),Port # (15),Module # (15),Port Status (15),Port # (16),Module # (16),Port Status (16),Port # (17),Module # (17),Port Status (17),Port # (18),Module # (18),Port Status (18),Port # (19),Module # (19),Port Status (19),Port # (20),Module # (20),Port Status (20),Port # (21),Module # (21),Port Status (21),Port # (22),Module # (22),Port Status (22),Port # (23),Module # (23),Port Status (23),,
30.11.2016 6:50 AM,WAVE_UB,1,569520,30405,6940,20034,1250,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
30.11.2016 5:50 AM,WAVE_UB,1,540864,34007,6978,20522,1295,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
30.11.2016 4:50 AM,WAVE_UB,1,535392,20718,40674,-26327,-1674,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
30.11.2016 3:50 AM,WAVE_UB,1,524678,88830,40807,39339,2492,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
30.11.2016 3:36 AM,WAVE_UB,1,516457,82181,40217,42516,2698,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
30.11.2016 3:21 AM,WAVE_UB,1,504231,81054,7071,68821,4378,23,1,4,0100,2,4,0000,3,4,0100,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
30.11.2016 2:50 AM,WAVE_UB,1,480154,40566,7004,31671,2034,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
30.11.2016 2:00 AM,WAVE_UB,1,467713,36333,7205,26922,1737,23,1,4,0100,2,4,0000,3,4,0000,4,4,0000,5,4,0100,6,4,0000,1,5,0000,2,5,0000,3,5,0000,4,5,0000,5,5,0000,6,5,0000,7,5,0000,8,5,0000,1,7,0000,2,7,0000,3,7,0000,4,7,0100,5,7,0000,6,7,0000,1,32,0100,2,32,0100,3,32,0100, ,
